sample	chr	start_pos	end_pos
HCC1954	chr12	40601143	40744417
HCC1954	chr20	58200375	61346780
HCC1954	chr20	58201684	61273458
HCC1954	chr20	61274471	61346778
HCC1954	chr20	61284095	61346526
HCC1954	chr20	61285705	61345190
HCC38	chr3	148941311	150653811
TE1	chr11	97552573	97553026
TE1	chr11	97552573	97558289
TE1	chr11	97619089	97696362
TE1	chr11	97696355	97696935
TE1	chr11	97696631	97697028
TE1	chr11	97697018	97697135
TE1	chr11	97697130	97697455
TE1	chr11	97697444	97697455
TE1	chr11	97697444	97697897
TE1	chr11	97697892	97698899
TE1	chr11	97698741	97856731
TE1	chr11	97698937	97856890
TE1	chr11	97856543	101041971
TE1	chr11	97856543	101042302
TE1	chr11	97856726	97856997
TE1	chr11	97856734	101047643
TE1	chr11	97859405	101041971
TE1	chr11	97859405	101047231
TE1	chr11	97859405	101047643
TE1	chr11	98153082	98153656
TE1	chr11	98153112	101275009
TE1	chr11	98153421	101047640
TE1	chr11	98154052	98154062
TE1	chr11	98154052	101047231
TE1	chr11	101041962	101041971
TE1	chr11	101047237	103710037
TE1	chr11	101062050	103710513
TE1	chr11	101275001	101275183
TE1	chr11	101275084	101275180
TE1	chr11	101332774	101433005
TE1	chr11	101332774	103710513
TE1	chr11	101674058	103710037
TE1	chr22	24192481	24192738
SF295	chr11	68844433	69586074
SF295	chr11	69237653	69330188
SF295	chr11	69424002	69571866
SF295	chr11	69586633	69830728
NCIH1792	chr12	65176798	65296437
NCIH1792	chr12	65180476	65296437
MKN7	chr8	42361794	42430047
NCIH889	chr14	80164525	80762243
SKOV3	chr8	127155211	127306694
SKOV3	chr8	127264743	127306694
SKOV3	chr19	18967077	18971014
SKOV3	chr19	19137985	19143062
SKOV3	chr19	19137985	19276827
SKOV3	chr19	19252868	19276827
SKOV3	chrX	13599938	13955361
SKOV3	chrX	13943798	13955361
SNU475	chr11	66696384	70030615
SNU475	chr11	67158986	67159459
SNU475	chr11	67165722	67166383
SNU475	chr11	67239807	67240567
SNU475	chr11	67290417	67292116
SNU475	chr11	67392208	67392713
SNU475	chr11	67472370	68132232
SNU475	chr11	67552098	67552643
SNU475	chr11	67701116	67701780
SNU475	chr11	68136610	69092132
SNU475	chr11	68207052	68208296
SNU475	chr11	68730182	70136377
SNU475	chr11	69106404	69107212
SNU475	chr11	69269230	69269926
SNU475	chr11	69586520	70136109
SNU475	chr11	69586520	70859429
SNU475	chr11	69598112	69598770
SNU475	chr11	69635928	69636632
SNU475	chr11	69646210	69647024
SNU475	chr11	69649144	69649804
SNU475	chr11	69694635	69695446
SNU475	chr11	69861831	69862354
SNU475	chr11	69879418	69880047
SNU475	chr11	69883688	69884470
SNU475	chr11	69909876	69910612
SNU475	chr11	69985350	69986092
SNU475	chr11	70059116	70386648
SNU475	chr11	70235105	70235703
SNU475	chr11	70568416	70859429
SNU475	chr11	70577558	70578296
SNU475	chr11	70676505	70676944
SNU475	chr11	70705733	70706462
SNU475	chr11	70731771	70732371
SNU475	chr11	70761263	70761755
SNU475	chr12	9396231	9396393
SNU475	chr12	9404988	9405220
SNU475	chr12	9405842	9406259
SNU475	chr12	9406109	9406259
SNU475	chr12	31035073	31040734
SNU475	chr12	31048788	31110753
SNU475	chr12	31048788	31773729
SNU475	chr12	31110970	31773729
SNU475	chr12	31118333	31120687
SNU475	chr12	31118333	31120707
NCIH82	chr8	96591584	97096946
NCIH82	chr8	96618213	96621710
NCIH82	chr8	96626944	96628971
NCIH82	chr8	96658101	96659820
NCIH82	chr8	96699746	96702416
NCIH82	chr8	96727089	96730482
NCIH82	chr8	96858228	96859373
NCIH82	chr8	96883728	96885349
NCIH82	chr8	96962111	96963183
NCIH82	chr8	96986966	96988555
NCIH82	chr8	97090281	97090772
NCIH82	chr8	127025429	127834951
NCIH82	chr8	127118580	127513940
NCIH82	chr8	127269218	127271685
NCIH82	chr8	127270327	127346631
NCIH82	chr8	127277154	127277657
NCIH82	chr8	127291908	127446657
NCIH82	chr8	127297452	127303700
NCIH82	chr8	127304732	127307936
NCIH82	chr8	127321415	127327493
NCIH82	chr8	127330275	127337551
NCIH82	chr8	127343093	127347742
NCIH82	chr8	127363876	127368524
NCIH82	chr8	127372721	127379317
NCIH82	chr8	127375586	127551775
NCIH82	chr8	127387606	127392477
NCIH82	chr8	127400641	127405660
NCIH82	chr8	127406519	127409844
NCIH82	chr8	127421812	127428631
NCIH82	chr8	127443946	127448747
NCIH82	chr8	127482785	127486898
NCIH82	chr8	127497118	127500200
NCIH82	chr8	127538619	127539937
NCIH82	chr8	127554652	127772055
NCIH82	chr8	127641134	127645614
NCIH82	chr8	127658795	127659350
NCIH82	chr8	127663557	127667426
NCIH82	chr8	127696476	127702835
NCIH82	chr14	21725702	22036492
NCIH82	chr14	21761599	21762337
NCIH82	chr14	21826718	21876835
NCIH82	chr14	23171023	23414340
NCIH82	chr14	46263128	46318938
NCIH82	chr14	56095795	58239930
NCIH82	chr14	57324480	57433470
NCIH82	chr14	57390863	57391324
NCIH82	chr14	57969791	58239930
NCIH82	chr14	59552460	59874679
NCIH82	chr14	59876523	60054204
NCIH82	chr14	62293072	62566197
NCIH82	chr14	62293072	62900148
NCIH82	chr14	62367209	62697713
NCIH82	chr14	62411256	62412126
NCIH82	chr14	62412988	62566197
NCIH82	chr14	62512378	62697713
NCIH82	chr14	62766424	62766652
MFE280	chr3	122740309	122793235
KYSE520	chr1	1272024	1272217
KYSE520	chr4	28915223	28915469
KYSE520	chr7	50046757	50061727
KYSE520	chr7	50046757	51526611
KYSE520	chr7	50046757	55219064
KYSE520	chr7	50047784	50062248
KYSE520	chr7	50047784	50079199
KYSE520	chr7	50047784	55219064
KYSE520	chr7	51530992	53133738
KYSE520	chr7	52304641	53968323
KYSE520	chr7	52305578	53133738
KYSE520	chr7	53286362	53922068
KYSE520	chr7	53286362	56051718
KYSE520	chr7	53288305	53922068
KYSE520	chr7	53288305	55219064
KYSE520	chr7	53948484	53968323
KYSE520	chr7	53948484	55219064
KYSE520	chr7	54580038	55219064
KYSE520	chr7	55221367	55231791
KYSE520	chr7	55221367	55233250
KYSE520	chr7	55221367	56051718
KYSE520	chr7	55221367	56052613
KYSE520	chrX	5189073	5488136
HCC1937	chr5	22356534	22551969
FUOV1	chr3	195615559	195779203
FUOV1	chr3	195616638	195779203
FUOV1	chr3	195779907	195788412
FUOV1	chr3	195780029	195786310
FUOV1	chr3	195780029	196329042
FUOV1	chr3	195782994	195785581
FUOV1	chr3	195788134	196329042
FUOV1	chr3	195940767	196000849
FUOV1	chr3	196330040	196609592
FUOV1	chr3	196330040	196630559
FUOV1	chr5	176507394	176960585
FUOV1	chr5	176963179	177598966
FUOV1	chr17	75241255	76068299
HARA	chr8	126751830	126900125
NCIH3255	chr9	31666537	31751743
NCIH3255	chr9	31716192	31749787
MKN7	chr7	159064744	159190740
MKN7	chr7	159073930	159186704
AU565	chr8	71754758	71754830
AU565	chr8	71755523	72875540
AU565	chr8	72881587	74450635
AU565	chr8	74454727	74804208
AU565	chr8	75084883	75089984
AU565	chr8	75090041	80890259
AU565	chr8	79099990	79174526
AU565	chr8	79100745	79174526
AU565	chr8	80244826	80939944
AU565	chr8	80933679	80933859
AU565	chr8	80934359	80939944
AU565	chr8	86806127	88868890
AU565	chr8	87545736	87559511
AU565	chr8	87631519	87634625
AU565	chr8	87631519	88491294
AU565	chr8	89620032	89620109
AU565	chr8	89749344	90215125
AU565	chr8	111530766	114985543
AU565	chr8	114269891	115525986
AU565	chr8	114986136	116016290
AU565	chr8	115671369	116016290
AU565	chr8	115671369	116049811
AU565	chr8	115671369	116591280
AU565	chr8	116037511	116049811
AU565	chr8	117133376	119968449
AU565	chr8	118422376	120466429
AU565	chr8	119485482	119586375
AU565	chr8	119966772	119968449
AU565	chr8	119969116	120314198
AU565	chr8	119969116	124633935
AU565	chr8	120417557	120427999
AU565	chr8	126785654	127751176
AU565	chr8	127795872	128084572
AU565	chr17	41084581	41087429
AU565	chr17	41087586	41107610
AU565	chr17	41097909	41118183
AU565	chr17	41107474	41265521
AU565	chr17	41139943	41265521
AU565	chr17	41226629	41255312
AU565	chr17	41275913	41385940
AU565	chrX	92013141	92022150
BT483	chr1	108780663	108806614
BT483	chr1	108781378	108806614
BT483	chr8	37113252	37193366
BT483	chr8	37113252	37595254
BT483	chr8	37194334	38154955
BT483	chr8	37194334	38155433
BT483	chr8	39132214	41398427
BT483	chr8	39132214	41401005
HCC1187	chr13	102428510	102801823
EFM19	chr10	63617518	63618145
EFM19	chr10	73003523	73003919
EFM19	chr10	73510310	75238941
EFM19	chr10	73512956	75322648
EFM19	chr10	73531358	73718975
EFM19	chr10	73531358	76100861
EFM19	chr10	75323055	76495819
EFM19	chr10	75674975	76098927
EFM19	chr10	76501259	78640279
EFM19	chr10	78527942	79332424
EFM19	chr10	78528687	79332424
EFM19	chr10	79182093	79332424
EFM19	chr10	79182093	79614426
EFM19	chr10	79333023	79556879
EFM19	chr10	79333023	79614426
EFM19	chr10	79556727	80373460
EFM19	chr10	79614541	80373460
EFM19	chr10	80027690	80043727
EFM19	chr10	80728783	80729314
EFM19	chr10	80728784	80729314
EFM19	chr10	89016814	89017943
EFM19	chr10	89016947	89016954
EFM19	chr10	89016947	89017943
EFM19	chr10	102501538	102501692
EFM19	chr10	102501538	102505397
EFM19	chr10	102504933	102505397
EFM19	chr10	102504933	102514720
EFM19	chr10	102505342	102505397
EFM19	chr10	102514238	102514720
EFM19	chr10	102519611	102809309
EFM19	chr10	102520580	102809309
EFM19	chr10	103513720	104303236
EFM19	chr10	103513720	104303833
NCIH3255	chr7	51221986	52103403
NCIH3255	chr7	52103604	52329840
NCIH3255	chr7	52329687	52331322
NCIH3255	chr7	52330227	54601280
NCIH3255	chr7	52952665	52953007
NCIH3255	chr7	52957922	52957926
NCIH3255	chr7	54601846	55219064
NCIH3255	chr7	55221367	55498383
NCIH1792	chr7	2250709	3735672
NCIH1792	chr7	3055095	3735104
NCIH1792	chr7	3535557	3601168
CAL120	chr12	53980857	54169289
CAL120	chr12	91679933	91726029
CAL120	chr12	91680735	91727374
CAL120	chr16	11043467	11045835
SW900	chr12	9405974	9406267
SW900	chr12	30847883	31118585
SW900	chr12	30879862	30880595
SW900	chr12	31118318	31120716
SW900	chr12	31120228	32846039
SCLC21H	chr1	1160726	1179279
SCLC21H	chr1	1161343	1161349
SCLC21H	chr1	1162433	1163270
SCLC21H	chr1	1171216	1172295
SCLC21H	chr8	11374838	11388056
SCLC21H	chr8	11389697	11408361
SCLC21H	chr8	11390435	11395505
SCLC21H	chr8	11429818	11430836
SCLC21H	chr8	11434683	11439523
SCLC21H	chr8	29749524	29751269
SCLC21H	chr8	62509769	62527519
SCLC21H	chr8	65449996	65452170
SCLC21H	chr8	83003750	83021819
SCLC21H	chr8	83003750	83046844
SCLC21H	chr8	83029719	83046808
SCLC21H	chr8	88854831	88873487
SCLC21H	chr8	98195489	98248908
SCLC21H	chr8	115275395	115295427
SCLC21H	chr8	115279015	115283702
SCLC21H	chr8	126421331	126428222
SCLC21H	chr8	127693337	127758984
SCLC21H	chr8	127772716	127773429
GCIY	chr1	168635184	168975278
GCIY	chr1	168654260	168662130
GCIY	chr1	168661976	168981234
NCIH650	chr5	1417696	1593445
FUOV1	chr17	44548242	45133190
FUOV1	chr17	44734229	44734534
FUOV1	chr17	44734229	44772202
GI1	chr1	58451049	58592513
GI1	chr1	58451049	59028443
GI1	chr1	58451049	59302634
GI1	chr1	58451049	60101509
GI1	chr1	58746386	59491010
GI1	chr1	59359015	59695492
GI1	chr1	59359015	60101509
GI1	chr1	69090197	69110507
GI1	chr1	69111177	69142703
GI1	chr1	69111177	69174537
GI1	chr1	69208478	69224536
GI1	chr1	77032974	77734796
GI1	chr1	77032974	77736754
GI1	chr1	77616478	77736754
GI1	chr1	77687195	77736754
GI1	chr1	103942087	103944064
GI1	chr1	107126627	107127403
GI1	chr1	116860528	116908057
GI1	chr1	116892805	116908057
GI1	chr1	116908211	116975152
GI1	chr5	29352350	29354585
GI1	chrY	9230211	9239063
KYSE70	chr8	130614117	130773524
NCIH1963	chr1	39666286	39950832
NCIH1963	chr1	39666286	40181378
NCIH1963	chr1	39666286	40330953
NCIH1963	chr1	39666286	40656903
NCIH1963	chr1	39667851	39668936
NCIH1963	chr1	39689423	39691525
NCIH1963	chr1	39754376	39756417
NCIH1963	chr1	39757567	39760931
NCIH1963	chr1	39778520	39780708
NCIH1963	chr1	39786042	39787904
NCIH1963	chr1	39926596	39929405
NCIH1963	chr1	40205229	40208247
NCIH1963	chr1	40237066	40238721
NCIH1963	chr1	40401850	40656903
NCIH1963	chr1	40481610	40656903
NCIH1963	chr1	40558438	40558895
NCIH1963	chr1	40635039	40656903
NCIH1963	chr1	40648800	40650245
NCIH1963	chr1	40652419	40653753
SCABER	chr1	92472550	93913075
SCABER	chr1	92505475	94368701
SCABER	chr1	93912862	94366415
CORL23	chr8	125734134	125764051
CORL23	chr8	125822701	126052425
CORL23	chr8	125944738	126052425
CORL23	chr8	126030204	126079175
CORL23	chr8	126217057	126217344
CORL23	chr8	126218506	126522326
CORL23	chr8	126284023	126285290
CORL23	chr8	126284023	126438480
CORL23	chr8	126346174	126351699
CORL23	chr8	126346174	126386071
CORL23	chr8	126346174	126428357
CORL23	chr8	126346174	126438480
CORL23	chr8	126403758	126443229
CORL23	chr8	126403758	126465016
CORL23	chr8	126403759	126443229
CORL23	chr8	126403759	126555721
CORL23	chr8	126446425	126555721
CORL23	chr8	126477214	126518930
CORL23	chr8	126477214	126554804
CORL23	chr8	126494144	126769978
CORL23	chr8	126563418	126588064
CORL23	chr8	126563418	126638341
CORL23	chr8	126589217	126769978
CORL23	chr8	126639355	126844561
CORL23	chr8	126728228	126750582
CORL23	chr8	126750623	126769978
CORL23	chr8	126830418	126844561
CORL23	chr8	126838653	126845277
CORL23	chr8	126838653	126860148
CORL23	chr8	126845151	126845277
CORL23	chr8	126845151	126860148
CORL23	chr8	126854428	126855311
CORL23	chr8	126854428	126908422
CORL23	chr8	126859651	126860148
CORL23	chr8	126859651	126908422
CORL23	chr8	126923752	126928223
CORL23	chr8	127038368	127042854
CORL23	chr8	127058569	127090154
CORL23	chr8	127058569	127595059
CORL23	chr8	127104219	127344676
CORL23	chr8	127425788	127435330
CORL23	chr8	127572712	127595059
CORL23	chr8	127572712	127622596
CORL23	chr8	127572712	127776300
CORL23	chr8	127590427	127711149
CORL23	chr8	127640707	127776079
CORL23	chr8	127683831	127711149
CORL23	chr8	127691798	127698111
CORL23	chr8	127691798	127776300
CORL23	chr8	127698418	127711149
CORL23	chr8	127706122	127711149
CORL23	chr8	127789532	127808096
CORL23	chr8	127789532	127861586
CORL23	chr8	127804091	127808096
CORL23	chr8	127804091	127847636
CORL23	chr8	127844119	128057734
CORL23	chr8	127848722	128135655
CORL23	chr8	127860832	127861586
CORL23	chr8	127880823	128008764
CORL23	chr8	128006052	128008764
HCC1569	chr17	39672301	39840553
JHH7	chr11	68415562	69921653
JHH7	chr11	68416989	68515367
JHH7	chr11	68515196	68643956
JHH7	chr11	68644359	69586074
JHH7	chr11	69586634	69921653
JHH7	chr11	69678815	69920496
JHH7	chr11	69680121	69921653
JHH7	chr11	69920177	69920497
JHH7	chr11	69920177	69921653
JHH7	chr11	69928621	70206138
JHH7	chr11	69928624	69928934
JHH7	chr11	69930612	70206138
JHH7	chr11	69930612	70207356
JHH7	chr11	69930612	70602341
JHH7	chr11	69930612	70602342
JHH7	chr11	71152168	71153198
JHH7	chr11	71152168	71250107
JHH7	chr11	71154320	71249253
JHH7	chr11	81734088	81734162
JHH7	chr11	82100022	82100112
JHH7	chr15	85467655	85526035
NCIH1792	chr2	38748742	39001383
NCIH1792	chr2	38927042	39097600
NCIH1792	chr2	38945848	39100911
T47D	chr16	85350801	85784631
UACC812	chr1	155147326	155147439
UACC812	chr1	155147326	155147443
UACC812	chr1	205209502	206892966
UACC812	chr1	205209523	205224002
UACC812	chr1	206052881	206058608
UACC812	chr1	206880154	206920817
UACC812	chr1	206918297	207119083
UACC812	chr1	207119043	207119083
UACC812	chr1	207119954	207271862
UACC812	chr1	207256988	207269827
UACC812	chr1	207272387	208181351
CORL23	chr12	2895708	3295533
CORL23	chr12	2895708	3749294
CORL23	chr12	3295610	3749294
CORL23	chr12	3295610	3914885
CORL23	chr12	3749432	3914885
CORL23	chr12	4307039	4307107
CORL23	chr12	4307039	4381914
CORL23	chr12	4307168	4381914
CORL23	chr12	25145589	25228782
CORL23	chr12	25145589	26095654
CORL23	chr12	25227461	25228782
CORL23	chr12	25227461	26095654
CORL23	chr12	25496297	25515587
ZR751	chr8	35690837	35699776
ZR751	chr8	37651421	38549181
ZR751	chr8	40451995	40612215
ZR751	chr8	40612915	40917113
ZR751	chr8	40922253	42332921
ZR751	chr8	42336862	42520418
ZR751	chr8	42522791	42700336
MCF7	chr8	128092139	128260291
CORL23	chr3	126257712	127318496
CORL23	chr3	126259410	127317760
HARA	chr17	17919341	20862404
HARA	chr17	19650963	21427108
HARA	chr17	20993800	20994344
HARA	chr17	20999866	21324957
HARA	chr17	21294007	21294791
HARA	chr17	21295676	21296730
HARA	chr17	21300463	21301676
HARA	chr17	21308956	21427108
HARA	chr17	21713132	21763363
HARA	chr17	21713132	21825846
HARA	chr17	21778957	21795752
HARA	chr17	21823566	21824146
HARA	chrX	349704	645278
HARA	chrX	352853	621362
HARA	chrX	498590	499239
HARA	chrX	554799	555596
ES2	chr6	161057224	161595679
ES2	chr6	161057790	161600292
KYSE450	chr7	62307415	62379347
KYSE450	chr7	62379368	62408555
KYSE450	chr16	32116125	32116173
SBC5	chr2	150095386	150291350
DANG	chr8	10079882	11335082
DANG	chr8	11325440	11335082
DANG	chr8	15555169	15555261
DANG	chr8	34972546	35553984
DANG	chr8	37129660	37193366
DANG	chr8	37194335	38285914
DANG	chr8	37194335	38817937
DANG	chr8	39503139	39830318
EFM192A	chr1	51321357	51323169
EFM192A	chr1	56685738	56689513
EFM192A	chr1	57590615	57591302
EFM192A	chr8	69454874	69908117
EFM192A	chr8	69454874	69919624
EFM192A	chr8	69905966	69918806
EFM192A	chr8	80166533	81515911
EFM192A	chr8	80172532	81567250
EFM192A	chr8	82235722	84481841
EFM192A	chr8	82263552	84088665
EFM192A	chr8	83992439	84473654
EFM192A	chr8	84089031	84693339
EFM192A	chr8	84089630	84693339
EFM192A	chr8	88484737	88484841
EFM192A	chr8	89933844	89953082
EFM192A	chr8	89952677	89953082
EFM192A	chr8	89952677	91116705
EFM192A	chr8	89953151	91116712
EFM192A	chr8	89953151	92850791
EFM192A	chr8	89953151	92860575
EFM192A	chr8	92850482	93590491
EFM192A	chr8	93590258	93590491
EFM192A	chr8	93590722	95671221
EFM192A	chr8	95670523	95671221
EFM192A	chr8	97175992	97980821
EFM192A	chr8	101101422	101178354
EFM192A	chr8	101177901	101178129
EFM192A	chr8	101177901	101178136
EFM192A	chr8	107067122	108551626
EFM192A	chr8	109056969	110052971
EFM192A	chr8	110706982	110707092
EFM192A	chr8	112850566	112850754
EFM192A	chr8	112850566	113160961
EFM192A	chr8	112850759	113160961
EFM192A	chr8	113034985	113035232
EFM192A	chr8	113035239	113142938
EFM192A	chr8	113134738	114337869
EFM192A	chr8	114789907	114792007
EFM192A	chr8	114789907	114793192
EFM192A	chr8	114793040	114985545
EFM192A	chr8	114795992	114985545
EFM192A	chr8	114795992	115297499
EFM192A	chr8	114865321	115297499
EFM192A	chr8	114866965	114985545
EFM192A	chr8	114986132	115297499
EFM192A	chr8	114986132	116549168
EFM192A	chr8	115208293	115320090
EFM192A	chr8	115297687	116284539
EFM192A	chr8	115353804	115354027
EFM192A	chr8	115353804	115359660
EFM192A	chr8	115353804	115907752
EFM192A	chr8	115353804	115908976
EFM192A	chr8	115909009	117861498
EFM192A	chr8	115911033	116548595
EFM192A	chr8	116439809	117863097
EFM192A	chr8	116469305	117084146
EFM192A	chr8	116548716	116548728
EFM192A	chr8	116548716	116549168
EFM192A	chr8	116548716	117084146
EFM192A	chr8	116548716	117861498
EFM192A	chr8	117862979	119142304
EFM192A	chr8	117863354	119223112
EFM192A	chr8	119148976	120520216
EFM192A	chr8	119148976	120521063
EFM192A	chr8	120520007	120520216
EFM192A	chr8	120520007	120521063
EFM192A	chr8	120634837	123314905
EFM192A	chr8	123315436	124241174
EFM192A	chr8	123315436	124242685
EFM192A	chr8	124224578	125582886
EFM192A	chr8	124241652	125506836
EFM192A	chr8	125588890	125636512
EFM192A	chr8	126242378	128452922
EFM192A	chr8	128459020	128750243
EFM192A	chr8	128491999	128750243
EFM192A	chr8	128753780	129815744
EFM192A	chr12	31849001	31910512
EFM192A	chr12	31891084	32216329
EFM192A	chr12	32201546	32338323
EFM192A	chr12	32224089	32229525
EFM192A	chr12	37979002	37979288
EFM192A	chr12	37980266	37980739
EFM192A	chr12	37980317	37984854
EFM192A	chr12	39214630	39218513
EFM192A	chr12	45793435	46477332
EFM192A	chr12	78760577	78761218
EFM192A	chr12	90751444	90751684
EFM192A	chr13	20386550	20387290
EFM192A	chr13	20424566	20424766
EFM192A	chr17	38728355	39889612
EFM192A	chr17	39197106	39303897
EFM192A	chr17	39335280	39370523
EFM192A	chr17	39442721	39448113
EFM192A	chr17	39625169	39982340
EFM192A	chr17	48597637	49171245
EFM192A	chr17	50210059	50212096
EFM192A	chr17	50568500	52067128
EFM192A	chr17	52022658	52622657
EFM192A	chr17	54477446	54477508
EFM192A	chr17	57470975	57474576
EFM192A	chr17	63723305	63725939
EFM192A	chr20	46763557	46764900
EFM192A	chr20	46764309	46764918
EFM192A	chr20	47014931	47017591
EFM192A	chr20	47015016	47015153
EFM192A	chr20	47016140	47017606
EFM192A	chr20	47016172	47016884
EFM192A	chr20	47017386	47017606
EFM192A	chr20	47895042	47896010
EFM192A	chr20	48515616	48516388
EFM192A	chr20	49932076	49932175
EFM192A	chr20	50921057	54514359
EFM192A	chr20	54909974	55659508
NCIH2029	chr6	80610026	81090693
NCIH2029	chr6	82265017	83041013
NCIH2029	chr6	82295259	82506408
NCIH2029	chr6	82297331	82729599
NCIH2029	chr6	82541997	82554824
NCIH2029	chr6	82754693	82937544
NCIH2029	chr6	116189212	116189732
NCIH2029	chr6	116189484	116190243
NCIH2029	chr6	116189484	116737553
NCIH2029	chr6	116190699	116582960
NCIH2029	chr6	116197873	116497410
NCIH2029	chr6	116197873	117052812
NCIH2029	chr6	116241316	116741959
NCIH2029	chr6	116260553	116748690
NCIH2029	chr6	116306568	117178156
NCIH2029	chr6	116444803	117568961
NCIH2029	chr6	116528337	117175217
NCIH2029	chr6	116647627	116763964
NCIH2029	chr6	116647627	117384965
NCIH2029	chr6	116965228	117006246
NCIH2029	chr14	22774692	23552884
NCIH2029	chr14	23514551	23515276
NCIH2029	chr14	24758476	25131651
NCIH2029	chr14	25049113	25049851
NCIH2029	chr14	30969115	33958707
NCIH2029	chr14	31944067	31944683
NCIH2029	chr14	33961680	34909192
NCIH2029	chr14	35103155	36521254
NCIH2029	chr14	35948053	35949340
NCIH2029	chr14	60506162	60506846
NCIH2029	chr14	62373342	62449897
OVSAHO	chr7	123931631	124241324
SKMES1	chr3	115048481	115881907
SKMES1	chr3	115201578	115571050
NCIH3255	chr7	58175606	58189232
NCIH3255	chr7	61026585	61027258
NCIH3255	chr7	62301155	62301436
NCIH3255	chr7	62307415	62408559
A3KAW	chr3	61013233	61105859
A3KAW	chr3	61064509	61084570
RL952	chr3	100616027	100727312
CAL120	chr8	117839308	117914138
CAL120	chr8	117853932	117912345
KYSE30	chr7	52642368	53529185
KYSE30	chr7	52643157	53537267
KYSE30	chr7	55234999	55235513
KYSE30	chr7	57895669	57918050
KYSE30	chr7	58036296	58064413
KYSE30	chr7	61027501	61037334
KYSE30	chr7	61047032	61048566
COLO201	chr3	195615156	195721106
NCIH1693	chr12	39483766	40483151
NCIH1693	chr12	40482172	40485180
NCIH1693	chr12	40483955	40488206
NCIH1693	chr12	40485776	40487177
NCIH1693	chr12	40485860	40488917
NCIH1693	chr12	40489819	41225316
NCIH1693	chr12	46698490	48520320
NCIH1693	chr12	48506626	48519180
NCIH1963	chr18	68533617	68617386
HCC827	chr8	66776532	67224154
HCC827	chr8	67233082	67455515
HCC827	chr8	73264404	74158114
HCC827	chr8	73292362	74450637
HCC827	chr8	74454725	74684754
HCC827	chr8	74770380	75162558
HCC827	chr8	75077993	75082200
HCC827	chr8	79825975	81458166
HCC827	chr8	80150923	80641960
HCC827	chr8	123963156	123963273
HCC827	chr8	123963156	123973233
HCC827	chr8	123967602	123967753
HCC827	chr8	123967602	123973233
HCC827	chr8	123973072	123973233
HCC827	chr8	126494295	128007879
HCC827	chr8	126494383	126494498
HCC827	chr8	126494396	126494498
HCC827	chr8	126722881	127540206
HCC827	chr8	132572975	134029829
HCC827	chr8	133473401	133753498
HCC827	chr8	133473451	133473533
HCC827	chr8	133473453	134070685
HCC827	chr8	134076772	134485900
HCC827	chr8	134486972	135649961
HCC827	chr12	133244274	133247072
HCC827	chr12	133246031	133247072
HCC827	chr12	133246792	133247021
HCC827	chr21	15767716	15783675
HCC827	chr21	16130358	17240013
HCC827	chr21	17241314	17933178
HCC827	chr21	17964563	18037420
HCC827	chr21	18040187	18065416
HCC827	chr21	18072900	18189426
CAMA1	chr8	29239670	29245446
CAMA1	chr8	29239671	29240090
CAMA1	chr8	36833210	37193366
CAMA1	chr8	37194335	39197368
CAMA1	chr11	68646857	70449581
CAMA1	chr11	74313967	75739376
HCC1419	chr11	63293990	64297809
HCC1419	chr11	63295544	64296861
HCC1419	chr11	63931434	63931436
HCC1419	chr11	63934181	63934471
NCIH358	chr8	128132335	128234072
MDAMB157	chr17	83071167	83159201
MDAMB157	chr17	83134145	83135711
NCIH2066	chr13	97019276	97409034
NCIH2066	chr4	89855999	90675646
NCIH2066	chr4	89990984	89991478
NCIH2066	chr4	90681756	90914491
NCIH2066	chr4	90710900	90711818
SNU16	chr8	98244213	98244503
SNU16	chr8	124746485	124775265
SNU16	chr8	126248050	126546309
SNU16	chr8	126248050	126600905
SNU16	chr8	126248050	126631314
SNU16	chr8	126248050	127392068
SNU16	chr8	126509826	126546309
SNU16	chr8	126509826	126580204
SNU16	chr8	126509826	126600905
SNU16	chr8	126514011	127392068
SNU16	chr8	126514143	126600905
SNU16	chr8	126514143	127392068
SNU16	chr8	126520473	126546309
SNU16	chr8	126520473	126600905
SNU16	chr8	126600763	126600905
SNU16	chr8	126741079	127222199
SNU16	chr8	126741079	127392068
SNU16	chr8	127142839	127143049
SNU16	chr8	127142839	127247294
SNU16	chr8	127222146	127222199
SNU16	chr8	127222146	127247293
SNU16	chr8	127222146	127247294
SNU16	chr8	127222146	127392068
SNU16	chr8	127222290	127247293
SNU16	chr8	127222290	127392068
SNU16	chr8	127226812	127392068
SNU16	chr8	127247198	127247294
SNU16	chr8	127247198	127392068
SNU16	chr8	127247199	127247293
SNU16	chr8	127247199	127392068
SNU16	chr8	127292175	127294669
SNU16	chr8	127292175	127392068
SNU16	chr8	127292175	127696498
SNU16	chr8	127392470	127696498
SNU16	chr8	127392470	128043191
SNU16	chr8	127412327	127696498
SNU16	chr8	127439903	127565420
SNU16	chr8	127440004	127565420
SNU16	chr8	127489621	127565420
SNU16	chr8	127489621	127574418
SNU16	chr8	127489758	127565420
SNU16	chr8	127489758	127800474
SNU16	chr8	127561915	127574418
SNU16	chr8	127561915	127800474
SNU16	chr8	127562016	127574418
SNU16	chr8	127562016	127696498
SNU16	chr8	127562016	128043191
SNU16	chr8	127562016	128183141
SNU16	chr8	127647188	127696498
SNU16	chr8	127647188	127744927
SNU16	chr8	127949633	128043191
SNU16	chr10	120319822	120638333
SNU16	chr10	120321954	120635776
